in Winston Salem with thousands,0.07757283227030118
of loyal,0.07757283227030118
beyond what we had in terms,0.07757283227030118
of enthusiasm,0.07757283227030118
beyond what we had four years,0.07757283227030118
that record,0.18952446588559518
by a lot,0.18952446588559518
with the fake news,0.008605111436197502
for our country,0.008605111436197502
into endless foreign wars,-0.017213185299936328
along with some of his other friends,-0.017213185299936328
If Biden wins,-0.017213185299936328
in the history,-0.017213185299936328
of the world,-0.017213185299936328
because of the China plague,-0.017213185299936328
by the way,-0.0344234079173892
of others,-0.0344234079173892
for political reasons,0.1118664486705186
for political reasons,0.1118664486705186
by hurting the economy,0.1118664486705186
by keeping all these store,0.1118664486705186
in shops,0.1118664486705186
So we had the greatest economy,0.06016330038677043
by the way,0.06016330038677043
before the election,-0.18041237113402744
of the greatest years,-0.18041237113402744
in the history,-0.18041237113402744
of a country,-0.18041237113402744
unless the wrong person,-0.18041237113402744
in which case,-0.18041237113402744
if Biden wins the violent,-0.1291211156064437
over the place,-0.1291211156064437
that food,-0.1291211156064437
over 50 people,0.03445602549745201
of Oregon the other day,0.17223561832585998
in less than a half,0.17223561832585998
in to take care,0.17223561832585998
of that one guy,0.17223561832585998
in the middle,0.17223561832585998
of the street,-0.051586278050040645
in about 15 minutes,-0.051586278050040645
of these places,-0.051586278050040645
for reelection,0.043099732781654305
at home,0.043099732781654305
behind bars,0.043099732781654305
from day,0.0689298638635174
In fact,-0.051652892561985436
so we took another two months,-0.051652892561985436
in the history,-0.025835342748881447
of the world,-0.025835342748881447
on track,-0.025835342748881447
of the history,-0.12706753962783748
of your state,-0.12706753962783748
in the last four months,-0.12706753962783748
in the history,-0.12706753962783748
of our country,-0.12706753962783748
in the history,-0.12706753962783748
of your state,-0.12706753962783748
if your governor,-0.12706753962783748
if sleepy Joe Biden takes power,0.15957905632708363
in a depression,0.15957905632708363
whether we allow the same left wing extremists,-0.12925463162429252
of government,-0.12925463162429252
for 10 years,0.0948766603415555
through the process,0.0948766603415555
If our foreign adversaries,0.043073742246723945
like a free fall,-0.11191460055096027
on American energy,0.07757951900697284
of your second amendment,0.07757951900697284
in the suburbs,-0.10338588782630338
with women,-0.10338588782630338
with women,-0.00863259668508729
that the craziest,-0.00863259668508729
at that beautiful dress,0.07772691942308421
that dress,0.07772691942308421
through the middle,0.07772691942308421
of the United States economy,0.07772691942308421
if the experts,-0.1725030188028315
about the disease,-0.1725030188028315
of lives,-0.1725030188028315
of lives,-0.1725030188028315
of thousands,-0.1725030188028315
of lives,-0.1725030188028315
of national greatness,0.06904885206283298
of truth,-0.23293934949529466
about a limp,-0.09501597996026556
with the military,-0.09501597996026556
at last time,-0.08646031471554065
if the shoe,-0.08646031471554065
on the other foot,-0.01730852444828734
if it was on the other foot,-0.01730852444828734
in jail,-0.01730852444828734
for two years,-0.01730852444828734
for 50 years,-0.01730852444828734
because they got caught spying on our campaign,-0.01730852444828734
in the room,0.11254436845294385
through for years,0.11254436845294385
in jail,0.11254436845294385
for 47 years,-0.07783447202282211
for 47 years,0.16453190629384398
After 47 years,0.16453190629384398
of heart,0.16453190629384398
So the difference,0.16453190629384398
in prime time,0.11235955056179382
in exchange,0.11235955056179382
for his party,0.11235955056179382
of the radical left,-0.06904885206283298
by the way,-0.06904885206283298
of interesting that they picked her because in theory,-0.06904885206283298
in the polls,-0.1035732780942556
of a fight,0.02591568762957942
of people,0.02591568762957942
because look,0.02591568762957942
by their contempt,-0.09496676163342781
for the American middle class,-0.09496676163342781
in the truest sense,-0.09496676163342781
over the law,-0.1613524916731068
over the weekend,-0.1613524916731068
through the roof,-0.008658008658013087
in certain categories,-0.008658008658013087
on the rioters,-0.008658008658013087
through a Democrat run,-0.008658008658013087
as peaceful protesters,-0.008658008658013087
Because they have rules,-0.1905751905751896
in these Democrat run states,-0.1905751905751896
than five people,-0.1905751905751896
than five people,-0.1905751905751896
of standing up to the far left rioters,-0.060784994789851665
in the meantime,-0.01737921445950297
at these streets,-0.01737921445950297
that okay,-0.01737921445950297
” We want law,-0.01737921445950297
with his relentless,0.04341785342132438
on police,0.04341785342132438
that America is racist,0.04341785342132438
By the way,0.04341785342132438
of almost every police,0.04341785342132438
in the country,0.04341785342132438
over the country,0.04341785342132438
like a rock,0.043402777777775306
that party,0.043402777777775306
with the left,-0.0260507120527971
about the thousands,-0.0260507120527971
of African-Americans,-0.0260507120527971
as a result,-0.0260507120527971
of violent,-0.0260507120527971
in Democrat-controlled cities,-0.0260507120527971
by the thousands,-0.0260507120527971
with the hardworking patriots,-0.09553586937641083
of all backgrounds,-0.09553586937641083
of your government,-0.09553586937641083
at the D.C. report,0.03564287577153509
by the way,0.05212405525150054
By the way,0.05212405525150054
of unsolicited ballots,0.05212405525150054
of others,0.08680555555555061
of ballots,0.08680555555555061
in terms,0.07757283227030118
for a ballot,0.08680555555555061
through a process,-0.18219677251432234
of unsolicited ballots,-0.18219677251432234
Because the only way,-0.18219677251432234
by doing very bad things,-0.18219677251432234
If he had 200 people,0.026080153003565275
as the eye,0.026080153003565275
in the middle,0.026080153003565275
of an airport,0.026080153003565275
So we go to the arenas,-0.0086948960959961
for a while,-0.0086948960959961
because of that … So we said where because we have the same crowds,-0.0086948960959961
in New Hampshire the other night,0.043478260869562746
at an airport,0.043478260869562746
than being inside according to the great doctors,0.043478260869562746
that these crowds,0.0695894224078049
than they were four years,0.0695894224078049
with thousands,0.07757283227030118
of people,0.17819114259637384
as the plane,0.17819114259637384
over the country,0.17819114259637384
than we had four years,0.17819114259637384
because four years,0.17819114259637384
of your vets,-0.014318653387062471
For instance,-0.014318653387062471
of you were at various rallies,-0.060779716940181805
about space,-0.060779716940181805
that one out after I became president,-0.060779716940181805
for the builders,-0.2695417789757432
among the safest borders,-0.2695417789757432
for the wall,0.052292138748476796
at the border,0.052292138748476796
in the world,0.052292138748476796
in terms,0.08680555555555061
of people,0.052292138748476796
in terms,0.052292138748476796
of industry,0.052292138748476796
if they fight us on the wall,0.017445917655265198
In fact,0.017445917655265198
along our southern border,0.017445917655265198
from people,0.017445917655265198
on their products,-0.11335891175445559
of mine,-0.11335891175445559
for every single thing,0.08732099196647619
so you can watch everybody,0.08732099196647619
in to our country,0.08732099196647619
of the pro-criminal anti-police Portland District Attorney who has a policy,-0.07854088489397278
of releasing rioters,-0.07854088489397278
without charge,-0.07854088489397278
about …,-0.07854088489397278
of Bernie voters,0.15768725361365976
because they agree with me on trade,0.15768725361365976
that many of these countries,0.15768725361365976
on trade,0.15768725361365976
of Bernie people,-0.2798915420274584
for me instead of Crooked Hillary which was a very nice thing,-0.2798915420274584
in billions,-0.0789127575624756
of dollars,-0.0789127575624756
… We signed a great trade,-0.0789127575624756
in so I view that trade,-0.0789127575624756
of corn,0.0438365772400466
in history,0.0438365772400466
of soybeans,0.0438365772400466
in history,0.0438365772400466
of corn,-0.05253940455341705
of beef,-0.05253940455341705
of soybeans,-0.05253940455341705
out of the tariffs,-0.05253940455341705
of billions,-0.05253940455341705
of dollars,-0.05253940455341705
for 10 minutes,0.2540739442789612
with the father,0.2540739442789612
of dollars,0.2540739442789612
on November 3 America faces a very simple choice,-0.3322840153899925
for the candidate,-0.3322840153899925
by violent,-0.3322840153899925
for the candidate,-0.3322840153899925
by the selfless,-0.3322840153899925
of law,-0.3322840153899925
about everybody,-0.3322840153899925
of a poll,-0.19306713470820436
of the people,-0.19306713470820436
of weeks,-0.19306713470820436
In other words,-0.19306713470820436
of mine,0.15849255965484443
in office,0.15849255965484443
by my side,0.15849255965484443
for making a phone,0.13191451939143936
in history,0.13191451939143936
that got impeached for making an absolutely perfect phone,0.13191451939143936
because they totally misrepresented what was on the calla,0.4040049183207393
for word,0.4040049183207393
with these people,0.08738203425376488
if you want to know the truth,0.08738203425376488
With the exception,0.08738203425376488
of a half,0.08738203425376488
So it was 52.5 to a half,0.16595335837192063
that guy,0.16595335837192063
before the election,0.16595335837192063
by a lot,-0.0436490615451743
for another six years,-0.06994229760447482
if this governor,-0.06994229760447482
in the arena,-0.09624639076034598
because it said one room,-0.09624639076034598
that your state,-0.09624639076034598
if this guy,-0.09624639076034598
with those ballots,-0.13462380660418727
that stuff,-0.13462380660418727
at these crowds,0.0695894224078049
of mine,-0.21949078138718175
of big shots,0.08795848359575031
about a guy,0.08795848359575031
of staff,0.08795848359575031
on hostages,-0.1494899753781232
from countries,-0.1494899753781232
from a different state,0.1497139143231317
So we have just incredible people,0.1497139143231317
in the party,0.1497139143231317
in four years,0.1497139143231317
than anyone,0.1497139143231317
like nobody,0.14960837806917338
for hardworking families,0.14960837806917338
of job-killing regulations,0.14960837806917338
than any president,0.14960837806917338
in history,0.14960837806917338
whether it was four years,0.14960837806917338
in one case,0.14960837806917338
in the family,0.14960837806917338
as the death,0.14960837806917338
on your small farms,0.14960837806917338
If you love your children,0.28151667106535866
